Date,Open,High,Low,Close,Adj Close,Volume
2011-02-15,7397.68017578125,7420.68994140625,7376.240234375,7400.0400390625,7400.0400390625,101585600
2011-02-16,7414.22998046875,7438.419921875,7399.81982421875,7414.2998046875,7414.2998046875,122447300
2011-02-17,7429.0,7434.93017578125,7364.0400390625,7405.509765625,7405.509765625,112233100
2011-02-18,7422.10986328125,7427.2998046875,7379.93994140625,7426.81005859375,7426.81005859375,122186000
2011-02-21,7412.06005859375,7441.81982421875,7310.68994140625,7321.81005859375,7321.81005859375,100847900
2011-02-22,7293.10986328125,7350.9501953125,7259.669921875,7318.35009765625,7318.35009765625,121301400
2011-02-23,7295.1201171875,7310.72998046875,7183.2998046875,7194.60009765625,7194.60009765625,118018600
2011-02-24,7134.7001953125,7156.0498046875,7093.91015625,7130.5,7130.5,137570400
2011-02-25,7139.8798828125,7194.02001953125,7130.14990234375,7185.169921875,7185.169921875,114084700
2011-02-28,7173.58984375,7305.490234375,7148.93994140625,7272.31982421875,7272.31982421875,101476200
2011-03-01,7309.7998046875,7356.330078125,7193.77978515625,7223.2998046875,7223.2998046875,112179300
2011-03-02,7169.0400390625,7202.580078125,7122.68994140625,7181.1201171875,7181.1201171875,111139900
2011-03-03,7225.22998046875,7294.0400390625,7191.14013671875,7225.9599609375,7225.9599609375,95318500
2011-03-04,7262.5400390625,7311.25,7157.1201171875,7178.89990234375,7178.89990234375,97463100
2011-03-07,7137.81005859375,7270.81005859375,7127.31005859375,7161.93017578125,7161.93017578125,86671800
2011-03-08,7211.06005859375,7222.16015625,7072.47021484375,7164.75,7164.75,143918800
2011-03-09,7177.5498046875,7217.5400390625,7109.259765625,7131.7998046875,7131.7998046875,129975700
2011-03-10,7078.68994140625,7109.7099609375,7021.9501953125,7063.08984375,7063.08984375,131965800
2011-03-11,7002.259765625,7014.02001953125,6963.31005859375,6981.490234375,6981.490234375,141420300
2011-03-14,6896.31005859375,6946.43994140625,6847.93994140625,6866.6298828125,6866.6298828125,170810200
2011-03-15,6668.990234375,6714.830078125,6483.39013671875,6647.66015625,6647.66015625,284442100
2011-03-16,6696.31005859375,6733.02978515625,6501.85009765625,6513.83984375,6513.83984375,202700000
2011-03-17,6557.85009765625,6692.830078125,6517.18017578125,6656.8798828125,6656.8798828125,146277000
2011-03-18,6715.169921875,6761.31005859375,6655.68994140625,6664.39990234375,6664.39990234375,252614000
2011-03-21,6782.2998046875,6829.75,6781.2998046875,6816.1201171875,6816.1201171875,218418400
2011-03-22,6823.080078125,6826.02978515625,6765.06005859375,6780.97021484375,6780.97021484375,119673000
2011-03-23,6749.18017578125,6807.3798828125,6720.02001953125,6804.4501953125,6804.4501953125,95709800
2011-03-24,6798.080078125,6941.72021484375,6787.0400390625,6933.580078125,6933.580078125,103543200
2011-03-25,6971.77001953125,6985.25,6920.56982421875,6946.35986328125,6946.35986328125,80873800
2011-03-28,6931.85986328125,6981.18994140625,6915.580078125,6938.6298828125,6938.6298828125,72637400
2011-03-29,6952.509765625,6960.16015625,6867.419921875,6934.43994140625,6934.43994140625,93210600
2011-03-30,7010.77001953125,7065.27001953125,7002.77001953125,7057.14990234375,7057.14990234375,100538400
2011-03-31,7068.2900390625,7079.759765625,7041.31005859375,7041.31005859375,7041.31005859375,96954200
2011-04-01,7086.56005859375,7192.3798828125,7086.56005859375,7179.81005859375,7179.81005859375,103281900
2011-04-04,7178.58984375,7200.259765625,7168.240234375,7175.330078125,7175.330078125,79269800
2011-04-05,7174.68994140625,7186.35009765625,7129.41015625,7175.31005859375,7175.31005859375,104322600
2011-04-06,7197.3701171875,7242.68994140625,7157.68017578125,7215.10986328125,7215.10986328125,153818400
2011-04-07,7212.4599609375,7241.08984375,7175.35009765625,7178.77978515625,7178.77978515625,125928000
2011-04-08,7226.7900390625,7232.8701171875,7195.43994140625,7217.02001953125,7217.02001953125,117232400
2011-04-11,7215.33984375,7224.740234375,7157.330078125,7204.85986328125,7204.85986328125,108138900
2011-04-12,7131.43994140625,7177.740234375,7089.169921875,7102.91015625,7102.91015625,147603100
2011-04-13,7135.2099609375,7201.1201171875,7122.509765625,7177.97021484375,7177.97021484375,182464900
2011-04-14,7160.990234375,7184.93017578125,7099.66015625,7146.56005859375,7146.56005859375,134223300
2011-04-15,7166.97998046875,7193.3798828125,7144.9599609375,7178.2900390625,7178.2900390625,187053300
2011-04-18,7165.990234375,7174.75,6994.56005859375,7026.85009765625,7026.85009765625,163927600
2011-04-19,7050.85009765625,7078.7900390625,7027.0400390625,7039.31005859375,7039.31005859375,130648600
2011-04-20,7137.10009765625,7261.259765625,7136.740234375,7249.18994140625,7249.18994140625,142610300
2011-04-21,7294.580078125,7316.52978515625,7280.10009765625,7295.490234375,7295.490234375,115546600
2011-04-26,7288.77001953125,7359.97021484375,7278.52001953125,7356.509765625,7356.509765625,83584900
2011-04-27,7374.10986328125,7428.72021484375,7361.240234375,7404.9501953125,7404.9501953125,107731000
2011-04-28,7450.56982421875,7480.330078125,7426.6201171875,7475.22021484375,7475.22021484375,138731300
2011-04-29,7475.0,7514.68994140625,7461.52978515625,7514.4599609375,7514.4599609375,91918500
2011-05-02,7570.85986328125,7600.41015625,7527.64013671875,7527.64013671875,7527.64013671875,92276200
2011-05-03,7518.60009765625,7523.68017578125,7446.830078125,7500.7001953125,7500.7001953125,142236900
2011-05-04,7475.18017578125,7534.259765625,7355.39990234375,7373.93017578125,7373.93017578125,182273400
2011-05-05,7416.3798828125,7423.9599609375,7291.39013671875,7376.9599609375,7376.9599609375,194776600
2011-05-06,7391.0400390625,7501.6298828125,7362.5498046875,7492.25,7492.25,175803700
2011-05-09,7461.35009765625,7489.08984375,7379.97021484375,7410.52001953125,7410.52001953125,121918900
2011-05-10,7446.43994140625,7533.85986328125,7423.330078125,7501.52001953125,7501.52001953125,107863900
2011-05-11,7526.56005859375,7566.41015625,7469.6298828125,7495.0498046875,7495.0498046875,118539600
2011-05-12,7438.02001953125,7443.9501953125,7356.759765625,7443.9501953125,7443.9501953125,154679300
2011-05-13,7486.2001953125,7511.08984375,7391.14013671875,7403.31005859375,7403.31005859375,136905900
2011-05-16,7348.1201171875,7402.52001953125,7284.9599609375,7387.5400390625,7387.5400390625,154713300
2011-05-17,7346.81005859375,7368.97998046875,7253.89013671875,7256.64990234375,7256.64990234375,117671300
2011-05-18,7325.85009765625,7340.5400390625,7261.2900390625,7303.52978515625,7303.52978515625,94210100
2011-05-19,7360.47021484375,7415.64990234375,7316.740234375,7358.22998046875,7358.22998046875,124046700
2011-05-20,7372.18017578125,7410.31005859375,7228.1298828125,7266.81982421875,7266.81982421875,286354900
2011-05-23,7158.080078125,7166.14990234375,7105.2001953125,7121.52001953125,7121.52001953125,185377900
2011-05-24,7129.93994140625,7202.2099609375,7128.0400390625,7150.66015625,7150.66015625,192413900
2011-05-25,7079.25,7183.7998046875,7071.419921875,7170.93994140625,7170.93994140625,240857800
2011-05-26,7202.72021484375,7217.240234375,7087.31982421875,7114.08984375,7114.08984375,225572400
2011-05-27,7205.1298828125,7208.47998046875,7115.47998046875,7163.47021484375,7163.47021484375,190772700
2011-05-30,7165.0,7204.16015625,7146.97998046875,7160.2998046875,7160.2998046875,98879200
2011-05-31,7240.1201171875,7319.68994140625,7238.77001953125,7293.68994140625,7293.68994140625,216651000
2011-06-01,7310.56005859375,7314.66015625,7193.89013671875,7217.43017578125,7217.43017578125,228386600
2011-06-02,7155.85986328125,7157.58984375,7074.1201171875,7074.1201171875,7074.1201171875,111564700
2011-06-03,7101.47998046875,7120.1201171875,7021.35986328125,7109.02978515625,7109.02978515625,162452200
2011-06-06,7095.39990234375,7124.31005859375,7062.72998046875,7084.56982421875,7084.56982421875,113843000
2011-06-07,7094.14013671875,7147.6298828125,7086.89990234375,7103.25,7103.25,116852500
2011-06-08,7076.31005859375,7089.14990234375,6991.6201171875,7060.22998046875,7060.22998046875,145465300
2011-06-09,7061.8701171875,7183.77978515625,7035.85986328125,7159.66015625,7159.66015625,149284700
2011-06-10,7152.5498046875,7182.830078125,7050.83984375,7069.89990234375,7069.89990234375,136631500
2011-06-13,7075.91015625,7123.8798828125,7040.419921875,7085.14013671875,7085.14013671875,66730300
2011-06-14,7165.14013671875,7231.490234375,7161.2099609375,7204.7900390625,7204.7900390625,113231500
2011-06-15,7178.0498046875,7202.169921875,7093.22998046875,7115.080078125,7115.080078125,123845400
2011-06-16,7062.18017578125,7111.64013671875,7017.97998046875,7110.2001953125,7110.2001953125,161145900
2011-06-17,7084.27001953125,7224.10986328125,7037.240234375,7164.0498046875,7164.0498046875,370096700
2011-06-20,7078.58984375,7158.240234375,7063.85986328125,7150.2099609375,7150.2099609375,103234800
2011-06-21,7202.8798828125,7285.509765625,7176.740234375,7285.509765625,7285.509765625,137260700
2011-06-22,7285.93017578125,7310.10009765625,7262.3701171875,7278.18994140625,7278.18994140625,123713100
2011-06-23,7225.2001953125,7237.2001953125,7118.52001953125,7149.43994140625,7149.43994140625,132109000
2011-06-24,7231.72998046875,7273.31982421875,7099.22021484375,7121.3798828125,7121.3798828125,167161100
2011-06-27,7101.14990234375,7144.43994140625,7079.10986328125,7107.89990234375,7107.89990234375,149929900
2011-06-28,7138.5,7187.080078125,7075.18994140625,7170.43017578125,7170.43017578125,137242600
2011-06-29,7230.9501953125,7320.2998046875,7230.9501953125,7294.14013671875,7294.14013671875,148482500
2011-06-30,7310.33984375,7378.35009765625,7285.43994140625,7376.240234375,7376.240234375,116696800
2011-07-01,7374.490234375,7443.2001953125,7357.02978515625,7419.43994140625,7419.43994140625,141248400
2011-07-04,7427.14013671875,7450.3798828125,7416.72998046875,7442.9599609375,7442.9599609375,84661300
2011-07-05,7433.1298828125,7474.93017578125,7424.72998046875,7439.43994140625,7439.43994140625,93830600
2011-07-06,7443.93017578125,7450.7099609375,7396.740234375,7431.18994140625,7431.18994140625,121347200
2011-07-07,7467.81982421875,7516.14990234375,7442.97998046875,7471.43994140625,7471.43994140625,127076600
2011-07-08,7502.830078125,7523.52978515625,7389.7998046875,7402.72998046875,7402.72998046875,138519500
2011-07-11,7352.72998046875,7358.5,7188.9599609375,7230.25,7230.25,197080600
2011-07-12,7112.18994140625,7190.47021484375,6996.259765625,7174.14013671875,7174.14013671875,252968800
2011-07-13,7171.47021484375,7280.16015625,7163.08984375,7267.8701171875,7267.8701171875,154203700
2011-07-14,7204.93994140625,7267.27978515625,7197.490234375,7214.740234375,7214.740234375,136788900
2011-07-15,7188.7001953125,7254.10009765625,7139.68017578125,7220.1201171875,7220.1201171875,206979800
2011-07-18,7162.81982421875,7171.5498046875,7089.08984375,7107.919921875,7107.919921875,168925900
2011-07-19,7148.47998046875,7236.43994140625,7139.759765625,7192.669921875,7192.669921875,165009200
2011-07-20,7250.18017578125,7263.18017578125,7166.3701171875,7221.35986328125,7221.35986328125,171129500
2011-07-21,7264.97998046875,7326.60986328125,7142.43017578125,7290.14013671875,7290.14013671875,244577600
2011-07-22,7308.47998046875,7357.25,7266.7900390625,7326.39013671875,7326.39013671875,200085400
2011-07-25,7273.60009765625,7366.77978515625,7258.52001953125,7344.5400390625,7344.5400390625,111466400
2011-07-26,7369.89013671875,7382.7998046875,7302.5,7349.4501953125,7349.4501953125,140210200
2011-07-27,7315.75,7344.169921875,7216.580078125,7252.68017578125,7252.68017578125,133571100
2011-07-28,7163.9501953125,7203.009765625,7110.1298828125,7190.06005859375,7190.06005859375,164840600
2011-07-29,7108.27001953125,7190.91015625,7063.81982421875,7158.77001953125,7158.77001953125,142831600
2011-08-01,7254.5,7282.009765625,6953.97998046875,6953.97998046875,6953.97998046875,189251600
2011-08-02,6909.43017578125,6938.33984375,6772.3798828125,6796.75,6796.75,182744000
2011-08-03,6717.83984375,6783.06982421875,6543.60009765625,6640.58984375,6640.58984375,265050600
2011-08-04,6714.7900390625,6730.43017578125,6391.5400390625,6414.759765625,6414.759765625,288065000
2011-08-05,6338.77001953125,6436.66015625,6152.6201171875,6236.16015625,6236.16015625,360002600
2011-08-08,6170.68994140625,6272.93994140625,5911.08984375,5923.27001953125,5923.27001953125,314803500
2011-08-09,5896.14013671875,6026.27001953125,5502.6298828125,5917.080078125,5917.080078125,435787900
2011-08-10,6040.68017578125,6089.080078125,5549.02001953125,5613.419921875,5613.419921875,433025300
2011-08-11,5771.2099609375,5825.080078125,5487.81982421875,5797.66015625,5797.66015625,358979400
2011-08-12,5775.9599609375,6023.75,5678.6201171875,5997.740234375,5997.740234375,255814300
2011-08-15,6075.58984375,6106.10986328125,6008.009765625,6022.240234375,6022.240234375,143251900
2011-08-16,5957.93994140625,5998.31005859375,5849.52001953125,5994.89990234375,5994.89990234375,166055200
2011-08-17,5910.5,6018.3701171875,5870.169921875,5948.93994140625,5948.93994140625,161666600
2011-08-18,5854.35986328125,5892.56982421875,5535.60986328125,5602.7998046875,5602.7998046875,325973500
2011-08-19,5581.509765625,5595.14990234375,5345.35986328125,5480.0,5480.0,351402200
2011-08-22,5412.75,5591.35009765625,5408.7099609375,5473.77978515625,5473.77978515625,182963900
2011-08-23,5529.259765625,5636.06005859375,5452.14990234375,5532.3798828125,5532.3798828125,186606200
2011-08-24,5579.7998046875,5743.10009765625,5514.14990234375,5681.080078125,5681.080078125,162588900
2011-08-25,5739.85986328125,5777.0400390625,5451.52001953125,5584.14013671875,5584.14013671875,225574200
2011-08-26,5582.5,5588.68994140625,5403.580078125,5537.47998046875,5537.47998046875,172499000
2011-08-29,5634.06005859375,5714.72021484375,5587.77978515625,5670.06982421875,5670.06982421875,99261800
2011-08-30,5713.52978515625,5730.35986328125,5572.64990234375,5643.919921875,5643.919921875,132990000
2011-08-31,5686.259765625,5869.64990234375,5648.97021484375,5784.85009765625,5784.85009765625,245787100
2011-09-01,5793.10009765625,5794.5,5639.02978515625,5730.6298828125,5730.6298828125,188569300
2011-09-02,5623.7001953125,5635.5,5493.31005859375,5538.330078125,5538.330078125,182039100
2011-09-05,5409.8701171875,5421.10986328125,5208.3701171875,5246.18017578125,5246.18017578125,202455700
2011-09-06,5248.31005859375,5332.10986328125,5150.0498046875,5193.97021484375,5193.97021484375,238106000
2011-09-07,5332.52001953125,5406.22998046875,5276.8798828125,5405.52978515625,5405.52978515625,180820900
2011-09-08,5410.080078125,5473.68017578125,5313.77978515625,5408.4599609375,5408.4599609375,161724800
2011-09-09,5383.6298828125,5400.7900390625,5174.240234375,5189.93017578125,5189.93017578125,229313900
2011-09-12,5063.58984375,5126.52001953125,4965.7998046875,5072.330078125,5072.330078125,265139600
2011-09-13,5153.9501953125,5222.81005859375,4969.83984375,5166.35986328125,5166.35986328125,284106000
2011-09-14,5108.10009765625,5347.81982421875,5105.81982421875,5340.18994140625,5340.18994140625,231784500
2011-09-15,5386.85986328125,5566.580078125,5374.56982421875,5508.240234375,5508.240234375,235478200
2011-09-16,5607.509765625,5655.9501953125,5524.22021484375,5573.509765625,5573.509765625,377709400
2011-09-19,5447.31982421875,5496.93994140625,5362.009765625,5415.91015625,5415.91015625,161284400
2011-09-20,5373.52978515625,5577.60009765625,5369.06982421875,5571.68017578125,5571.68017578125,158689500
2011-09-21,5557.06982421875,5557.919921875,5417.85009765625,5433.7998046875,5433.7998046875,149189300
2011-09-22,5258.419921875,5289.77001953125,5135.85009765625,5164.2099609375,5164.2099609375,203153400
2011-09-23,5227.08984375,5229.60009765625,4973.919921875,5196.56005859375,5196.56005859375,198768800
2011-09-26,5128.56005859375,5415.56005859375,5118.18994140625,5345.56005859375,5345.56005859375,211131700
2011-09-27,5502.89013671875,5638.0400390625,5483.22998046875,5628.43994140625,5628.43994140625,245882500
2011-09-28,5560.60009765625,5700.080078125,5520.58984375,5578.419921875,5578.419921875,181756700
2011-09-29,5555.06982421875,5704.41015625,5533.330078125,5639.580078125,5639.580078125,182948600
2011-09-30,5602.5498046875,5606.56005859375,5438.5498046875,5502.02001953125,5502.02001953125,179771300
2011-10-04,5284.10986328125,5288.77978515625,5125.43994140625,5216.7099609375,5216.7099609375,204744800
2011-10-05,5341.43017578125,5486.02978515625,5266.14013671875,5473.02978515625,5473.02978515625,178810700
2011-10-06,5511.56005859375,5645.25,5465.5498046875,5645.25,5645.25,210847500
2011-10-07,5647.66015625,5749.1298828125,5606.31982421875,5675.7001953125,5675.7001953125,166599900
2011-10-10,5705.39990234375,5872.14990234375,5652.990234375,5847.2900390625,5847.2900390625,147424500
2011-10-11,5825.91015625,5883.3798828125,5773.8798828125,5865.009765625,5865.009765625,139406600
2011-10-12,5851.10009765625,6022.0498046875,5798.16015625,5994.47021484375,5994.47021484375,183862100
2011-10-13,5969.91015625,6036.02001953125,5878.2900390625,5914.83984375,5914.83984375,184773300
2011-10-14,5934.77978515625,6037.2900390625,5885.39013671875,5967.2001953125,5967.2001953125,185189100
2011-10-17,6021.2900390625,6081.41015625,5819.97021484375,5859.43017578125,5859.43017578125,177500100
2011-10-18,5781.77001953125,5907.4599609375,5747.64990234375,5877.41015625,5877.41015625,153042700
2011-10-19,5909.580078125,5977.75,5874.85009765625,5913.52978515625,5913.52978515625,141354300
2011-10-20,5834.419921875,5914.8701171875,5752.830078125,5766.47998046875,5766.47998046875,172123500
2011-10-21,5800.06005859375,5980.4599609375,5769.18994140625,5970.9599609375,5970.9599609375,176835200
2011-10-24,6014.35986328125,6067.16015625,5937.580078125,6055.27001953125,6055.27001953125,143511200
2011-10-25,6026.4501953125,6157.93017578125,5964.27978515625,6046.75,6046.75,171988400
2011-10-26,6041.16015625,6143.56005859375,5951.81982421875,6016.06982421875,6016.06982421875,151166000
2011-10-27,6222.75,6347.60009765625,6196.60009765625,6337.83984375,6337.83984375,333790900
2011-10-28,6364.18017578125,6430.60009765625,6305.5,6346.18994140625,6346.18994140625,207679400
2011-10-31,6283.18994140625,6304.83984375,6141.33984375,6141.33984375,6141.33984375,173799700
2011-11-01,5934.5400390625,5947.580078125,5762.259765625,5834.509765625,5834.509765625,291714900
2011-11-02,5897.14013671875,5990.56005859375,5810.7900390625,5965.6298828125,5965.6298828125,177749300
2011-11-03,5835.35986328125,6193.33984375,5832.02978515625,6133.18017578125,6133.18017578125,237532500
2011-11-04,6175.43017578125,6175.43017578125,5928.919921875,5966.16015625,5966.16015625,198963400
2011-11-07,5905.93017578125,6028.58984375,5835.08984375,5928.68017578125,5928.68017578125,158207000
2011-11-08,5950.43994140625,6087.06005859375,5934.22998046875,5961.43994140625,5961.43994140625,144445900
2011-11-09,6045.8701171875,6055.580078125,5767.259765625,5829.5400390625,5829.5400390625,251013700
2011-11-10,5732.31982421875,5934.31005859375,5721.97021484375,5867.81005859375,5867.81005859375,201635400
2011-11-11,5881.490234375,6065.2900390625,5855.1201171875,6057.02978515625,6057.02978515625,144524900
2011-11-14,6097.27001953125,6116.06982421875,5934.08984375,5985.02001953125,5985.02001953125,133941600
2011-11-15,5920.43017578125,6011.47021484375,5815.85009765625,5933.14013671875,5933.14013671875,140685200
2011-11-16,5873.2900390625,6028.22998046875,5852.0400390625,5913.35986328125,5913.35986328125,139962400
2011-11-17,5875.85986328125,5921.25,5778.10009765625,5850.169921875,5850.169921875,180842000
2011-11-18,5800.7900390625,5897.990234375,5769.68994140625,5800.240234375,5800.240234375,153519200
2011-11-21,5767.08984375,5771.7001953125,5598.0498046875,5606.0,5606.0,182778300
2011-11-22,5648.5,5681.740234375,5537.39013671875,5537.39013671875,5537.39013671875,245728900
2011-11-23,5485.669921875,5588.10986328125,5457.77001953125,5457.77001953125,5457.77001953125,236213600
2011-11-24,5512.759765625,5563.81982421875,5399.85009765625,5428.10986328125,5428.10986328125,157729200
2011-11-25,5433.2998046875,5528.64013671875,5366.5,5492.8701171875,5492.8701171875,135413100
2011-11-28,5577.18994140625,5754.509765625,5573.0,5745.330078125,5745.330078125,172618500
2011-11-29,5725.68017578125,5826.35009765625,5690.56982421875,5799.91015625,5799.91015625,143661800
2011-11-30,5741.2099609375,6130.68017578125,5725.97998046875,6088.83984375,6088.83984375,244420000
2011-12-01,6080.47998046875,6111.97021484375,6017.3798828125,6035.8798828125,6035.8798828125,153040000
2011-12-02,6117.72998046875,6169.64013671875,6055.47998046875,6080.68017578125,6080.68017578125,205318700
2011-12-05,6137.8701171875,6170.0400390625,6086.419921875,6106.08984375,6106.08984375,201034200
2011-12-06,6021.72998046875,6094.77001953125,6005.81982421875,6028.81982421875,6028.81982421875,156070200
2011-12-07,6116.259765625,6137.0498046875,5919.56005859375,5994.72998046875,5994.72998046875,143842500
2011-12-08,6054.56005859375,6077.169921875,5868.6298828125,5874.43994140625,5874.43994140625,183750600
2011-12-09,5806.490234375,6007.0498046875,5802.35986328125,5986.7099609375,5986.7099609375,190767700
2011-12-12,5945.18994140625,5952.5498046875,5785.43017578125,5785.43017578125,5785.43017578125,153575100
2011-12-13,5801.39013671875,5852.43017578125,5734.1201171875,5774.259765625,5774.259765625,191200400
2011-12-14,5738.97998046875,5771.60009765625,5675.14013671875,5675.14013671875,5675.14013671875,202903700
2011-12-15,5713.47998046875,5795.8701171875,5682.16015625,5730.6201171875,5730.6201171875,183781200
2011-12-16,5764.4501953125,5775.0,5693.41015625,5701.77978515625,5701.77978515625,301486700
2011-12-19,5651.740234375,5775.240234375,5644.18994140625,5670.7099609375,5670.7099609375,102012000
2011-12-20,5652.60986328125,5847.7099609375,5637.52978515625,5847.02978515625,5847.02978515625,129734900
2011-12-21,5918.72021484375,5965.35009765625,5771.6201171875,5791.52978515625,5791.52978515625,145367700
2011-12-22,5830.1298828125,5886.18017578125,5820.43994140625,5852.18017578125,5852.18017578125,88638700
2011-12-23,5905.18017578125,5913.41015625,5844.64013671875,5878.93017578125,5878.93017578125,54220100
2011-12-27,5900.7001953125,5924.3798828125,5877.97998046875,5889.759765625,5889.759765625,35249000
2011-12-28,5875.8701171875,5901.35009765625,5771.27001953125,5771.27001953125,5771.27001953125,72297200
2011-12-29,5804.1298828125,5848.77978515625,5775.7900390625,5848.77978515625,5848.77978515625,59708800
2011-12-30,5867.02978515625,5898.35009765625,5817.7099609375,5898.35009765625,5898.35009765625,42363100
2012-01-02,5900.18017578125,6075.52001953125,5900.18017578125,6075.52001953125,6075.52001953125,90828400
2012-01-03,6124.10986328125,6179.02978515625,6108.6201171875,6166.56982421875,6166.56982421875,116709200
2012-01-04,6141.259765625,6163.47998046875,6088.06005859375,6111.5498046875,6111.5498046875,100870800
2012-01-05,6121.33984375,6130.10009765625,6040.93994140625,6095.990234375,6095.990234375,141738400
2012-01-06,6114.64013671875,6152.56005859375,6012.64013671875,6057.919921875,6057.919921875,109973700
2012-01-09,6061.259765625,6076.58984375,5987.75,6017.22998046875,6017.22998046875,110946100
2012-01-10,6090.8701171875,6191.2900390625,6069.35986328125,6162.97998046875,6162.97998046875,171413000
2012-01-11,6148.4501953125,6181.60986328125,6106.02978515625,6152.33984375,6152.33984375,166799400
2012-01-12,6160.08984375,6256.9501953125,6148.85009765625,6179.2099609375,6179.2099609375,205749500
2012-01-13,6242.490234375,6245.3798828125,6063.66015625,6143.080078125,6143.080078125,213909600
2012-01-16,6120.39990234375,6232.2099609375,6104.10986328125,6220.009765625,6220.009765625,108072300
2012-01-17,6301.91015625,6343.0400390625,6270.97021484375,6332.93017578125,6332.93017578125,167118800
2012-01-18,6330.43017578125,6399.43017578125,6280.52001953125,6354.56982421875,6354.56982421875,184490500
2012-01-19,6377.240234375,6420.35009765625,6333.7001953125,6416.259765625,6416.259765625,335554600
2012-01-20,6410.75,6431.259765625,6371.68994140625,6404.39013671875,6404.39013671875,272361900
2012-01-23,6387.330078125,6467.33984375,6349.68994140625,6436.6201171875,6436.6201171875,270707700
2012-01-24,6372.490234375,6420.0498046875,6339.0,6419.22021484375,6419.22021484375,246102200
2012-01-25,6448.8701171875,6456.56982421875,6366.64990234375,6421.85009765625,6421.85009765625,170090500
2012-01-26,6453.6201171875,6559.06982421875,6430.3701171875,6539.85009765625,6539.85009765625,197223700
2012-01-27,6507.77001953125,6574.18994140625,6484.35009765625,6511.97998046875,6511.97998046875,150009300
2012-01-30,6454.5400390625,6491.52001953125,6414.330078125,6444.4501953125,6444.4501953125,140511800
2012-01-31,6489.0400390625,6533.22021484375,6450.10009765625,6458.91015625,6458.91015625,158039800
2012-02-01,6482.9501953125,6630.47998046875,6482.56005859375,6616.64013671875,6616.64013671875,210399200
2012-02-02,6640.0498046875,6667.97998046875,6606.3701171875,6655.6298828125,6655.6298828125,156001200
2012-02-03,6649.56982421875,6767.4599609375,6635.6298828125,6766.669921875,6766.669921875,194732400
2012-02-06,6752.02978515625,6781.43017578125,6714.81982421875,6764.830078125,6764.830078125,123043000
2012-02-07,6772.75,6788.77001953125,6682.89013671875,6754.2001953125,6754.2001953125,143194600
